Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-02-02,Heluoxintu is a cell therapy platform developer.,Heluoxintu,https://www.crunchbase.com/organization/heluoxintu,"Biopharma, Biotechnology, Pharmaceutical","Nanjing, Jiangsu, China, Asia",Angel Round - Heluoxintu,https://www.crunchbase.com/funding_round/heluoxintu-angel--6008cb89,1,Furong Capital,Seed,Furong Capital,Angel,2,,,,,,,,,,Yes,,,,Seed,1,"85,592",
2023-01-10,"Zhixing is an electric vehicle brand integrating excellent design, professional performance and intelligent technology.",Zhixing,https://www.crunchbase.com/organization/zhixing,"Automotive, Electric Vehicle, Information Technology","Beijing, Beijing, China, Asia",Seed Round - Zhixing,https://www.crunchbase.com/funding_round/zhixing-seed--038bd9fb,1,NIO Capital,Seed,NIO Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,,"85,825",
2023-02-28,DKJY Beauty Clinic is a private-domain customer acquisition platform for medical beauty.,DKJY Beauty Clinic,https://www.crunchbase.com/organization/dkjy-beauty-clinic,"Beauty, Cosmetic Surgery, Medical","Tianhe, Hubei, China, Asia",Series A - DKJY Beauty Clinic,https://www.crunchbase.com/funding_round/dkjy-beauty-clinic-series-a--c8236acb,5,"Plum Ventures, Skywalker Capital, Tiantu Capital, We Capital, XINGYUN GROUP",Early Stage Venture,Skywalker Capital,Series A,1,30000000,CNY,4326881,,,,30000000,CNY,4326881,Yes,,https://www.dankejiyin.cn/,,Early Stage Venture,,"85,826",
2023-02-08,Jiuyi Medical is a hearing aid R & D and production company.,Jiuyi Medical,https://www.crunchbase.com/organization/jiuyi-medical,"Health Care, Medical, Medical Device","Nanshan, Hunan, China, Asia",Angel Round - Jiuyi Medical,https://www.crunchbase.com/funding_round/jiuyi-medical-angel--75cbe9ac,3,"Gaoxin Capital, Shunwei Capital, Yunmu Capital",Seed,Shunwei Capital,Angel,1,30000000,CNY,4418783,1470000000,CNY,216520356,30000000,CNY,4418783,Yes,,https://www.jiuyee.cn/,,Seed,2,"85,841",
2023-02-13,AOTIGER Coffee is a chain coffee store that pairs coffee with fruit flavors.,AOTIGER Coffee,https://www.crunchbase.com/organization/aotiger-coffee,"Coffee, Food and Beverage, Fruit","Hangzhou, Zhejiang, China, Asia",Angel Round - AOTIGER Coffee,https://www.crunchbase.com/funding_round/aotiger-coffee-angel--bd1c8bf9,1,Plum Ventures,Seed,Plum Ventures,Angel,1,,,,,,,,,,Yes,,https://aotiger.com/,,Seed,1,"86,066",
2023-03-28,Vanmul Health is a developer of a medical science popularization digital asset management platform.,Vanmul Health,https://www.crunchbase.com/organization/vanmul-health,"Health Care, Health Diagnostics, Medical","Chengdu, Sichuan, China, Asia",Seed Round - Vanmul Health,https://www.crunchbase.com/funding_round/vanmul-health-seed--3253bcd3,1,Yuyi Health,Seed,Yuyi Health,Seed,2,,,,,,,5000000,CNY,746425,Yes,,http://vanmul.com,,Seed,,"86,068",
2023-01-04,One Contract Cloud is provides contract management solutions for enterprises.,One contract cloud,https://www.crunchbase.com/organization/zhenling-yinuo-smart-contract-management-system,"Consulting, Contact Management, Management Consulting","Changning, Shanghai, China, Asia",Series A - One contract cloud,https://www.crunchbase.com/funding_round/zhenling-yinuo-smart-contract-management-system-series-a--945bc08d,3,"Blue Lake Capital, Redpoint Ventures China, Yunqi Partners",Early Stage Venture,Redpoint Ventures China,Series A,1,70000000,CNY,10161421,,,,70000000,CNY,10161421,Yes,,https://www.onecontract-cloud.com/,,Early Stage Venture,2,"86,075",
2023-04-19,Suihuan Technology is a cutting-edge immersive and interactive 3D content service platform.,Suihuan Technology,https://www.crunchbase.com/organization/suihuan-technology,"3D Technology, Content","Shanghai, Shanghai, China, Asia",Series A - Suihuan Technology,https://www.crunchbase.com/funding_round/suihuan-technology-series-a--4de3f2d1,1,Lenovo Capital and Incubator Group (LCIG),Early Stage Venture,Lenovo Capital and Incubator Group (LCIG),Series A,3,,,,,,,100000000,CNY,13788349,Yes,,http://www.mrstage.com/,,Early Stage Venture,1,"86,077",
2023-03-18,FervCloud is a technology company that focuses on car HUD intelligent software and hardware technology services.,FervCloud,https://www.crunchbase.com/organization/fervcloud,"Automotive, Hardware, Internet of Things","Hangzhou, Zhejiang, China, Asia",Venture Round - FervCloud,https://www.crunchbase.com/funding_round/fervcloud-series-unknown--65087349,1,Desay SV Automotive,,Desay SV Automotive,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.fervcloud.com/,,,,"86,088",
2023-01-20,Sanji Optoelectronics is a developer of holographic diffractive optical products.,Sanji Optoelectronics,https://www.crunchbase.com/organization/sanji-optoelectronics,"Advanced Materials, Eyewear, Optical Communication","Jiangxi, Fujian, China, Asia",Series A - Sanji Optoelectronics,https://www.crunchbase.com/funding_round/sanji-optoelectronics-series-a--fe199ba2,1,China Capital Management,Early Stage Venture,China Capital Management,Series A,1,,,,,,,,,,Yes,,http://www.ncsjgd.com/,,Early Stage Venture,,"85,810",
2023-03-29,Codesmith is an internal system rapid development service provider.,Coder,https://www.crunchbase.com/organization/coder-816e,"Database, Developer Tools, Software","Haidian, Beijing, China, Asia",Angel Round - Coder,https://www.crunchbase.com/funding_round/coder-816e-angel--09d5b91b,1,IDG Capital,Seed,IDG Capital,Angel,1,,,,,,,,,,Yes,,https://majiang.co/,,Seed,,"85,827",
2023-01-04,McGrab is a comprehensive technology solution provider for magnetic field applications.,McGrab,https://www.crunchbase.com/organization/mcgreb,"Advanced Materials, Sensor","Shenzhen, Guangdong, China, Asia",Series A - McGrab,https://www.crunchbase.com/funding_round/mcgreb-series-a--80ca4a69,1,Cowin Capital,Early Stage Venture,Cowin Capital,Series A,1,,,,,,,,,,Yes,,http://www.szmglb.com/,,Early Stage Venture,,"85,876",
2023-02-02,NowYonMedical specializes in the production of medical device products.,NowYonMedical,https://www.crunchbase.com/organization/nowyonmedical,"Health Care, Medical, Medical Device","Nantong, Jiangsu, China, Asia",Venture Round - NowYonMedical,https://www.crunchbase.com/funding_round/nowyonmedical-series-unknown--2304cb89,5,"Dalton Venture, GOVTOR, Xinyuan Touzi, Yijing Capital, Yunsheng Touzi",,Yunsheng Touzi,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.nowyon.com/,,,,"85,878",
2023-01-04,Chongqing Jiayan is a research and development manufacturer of nylon abrasive products.,Chongqing Jiayan,https://www.crunchbase.com/organization/chongqing-jiayan,"Housekeeping Service, Lighting, Manufacturing","Chongqing, Heilongjiang, China, Asia",Private Equity Round - Chongqing Jiayan,https://www.crunchbase.com/funding_round/chongqing-jiayan-private-equity--9a98060a,1,Saint-Gobain China,Private Equity,Saint-Gobain China,Private Equity,1,,,,,,,,,,Yes,,http://www.kingshark-abr.com/,,Private Equity,1,"85,904",
2023-03-02,IndusLAB offers product design and development tools set with the framework for manufacturing industries.,Zhiyanhui,https://www.crunchbase.com/organization/zhiyanhui,"Enterprise Software, Manufacturing, Software","Minhang, Shanghai, China, Asia",Angel Round - Zhiyanhui,https://www.crunchbase.com/funding_round/zhiyanhui-angel--4650d2c7,1,K2VC,Seed,K2VC,Angel,1,10000000,CNY,1446069,,,,10000000,CNY,1446069,Yes,,https://www.zhiyanhui.com,,Seed,,"85,906",
2023-03-01,Frontis is a provider of artificial intelligence technology solutions.,Frontis,https://www.crunchbase.com/organization/frontis-77e6,"Artificial Intelligence (AI), Big Data, Cloud Computing, Information Technology, Machine Learning, Product Management","Haidian, Beijing, China, Asia",Angel Round - Frontis,https://www.crunchbase.com/funding_round/frontis-77e6-angel--db6d87e8,2,"Matrix Partners China, Qiming Venture Partners",Seed,Qiming Venture Partners,Angel,2,,,,,,,18350000,USD,18350000,Yes,,https://frontis.cn,$1M to $10M,Seed,2,"85,933",
2023-01-09,"X-Case is a digital collecting platform that focuses on blockchain research, development, and implementation.",X-Case,https://www.crunchbase.com/organization/x-case-756a,Blockchain,"Hangzhou, Zhejiang, China, Asia",Seed Round - X-Case,https://www.crunchbase.com/funding_round/x-case-756a-seed--c52f834c,1,Bigverse,Seed,Bigverse,Seed,1,,,,,,,,,,Yes,,,,Seed,,"85,936",
2023-03-13,Immunophage Biotech is a Nanjing-based pharmaceutic company.,Immunophage Biotech,https://www.crunchbase.com/organization/immunophage-biotech,"Biotechnology, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - Immunophage Biotech,https://www.crunchbase.com/funding_round/immunophage-biotech-series-b--3cc9b783,1,Zhongbo Juli,Early Stage Venture,Zhongbo Juli,Series B,5,200000000,CNY,29215420,,,,74523006,USD,74523006,Yes,,http://www.immunophage.com.cn/,,Early Stage Venture,,"85,882",
2023-02-06,Deyun Kangrui is a bio-medical high-tech enterprise that integrates R&D and the production of full-chain single-cell multi-omics technology.,Deyun Kangrui,https://www.crunchbase.com/organization/deyun-kangrui,"Biotechnology, Genetics, Manufacturing, Medical","Wujiang, Jiangsu, China, Asia",Series A - Deyun Kangrui,https://www.crunchbase.com/funding_round/deyun-kangrui-series-a--557f4ac4,3,"Lapam Capital, Ruihua Venture Capital, Shanghai Guangya Investment",Early Stage Venture,Lapam Capital,Series A,3,90000000,CNY,13245033,,,,220000000,CNY,33557533,Yes,,http://www.dynamic-biosystems.com/cn/index.html,,Early Stage Venture,3,"85,886",
2023-02-07,Wuyixin is a health management service provider.,Wu Yixin,https://www.crunchbase.com/organization/wu-yixin-563f,"Health Care, Health Diagnostics, Medical","Qingyang, Zhejiang, China, Asia",Venture Round - Wu Yixin,https://www.crunchbase.com/funding_round/wu-yixin-563f-series-unknown--beebbc4e,1,Sichuan Provincial Investment Group,,Sichuan Provincial Investment Group,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"85,888",
2023-01-06,Duochang Technology provides cryogenic measurement solutions.,Duochang Technology,https://www.crunchbase.com/organization/duochang-technology,"Electronics, Industrial, Mechanical Design, Test and Measurement","Beijing, Beijing, China, Asia",Angel Round - Duochang Technology,https://www.crunchbase.com/funding_round/duochang-technology-angel--fcb1fb51,1,Founder H Fund,Seed,Founder H Fund,Angel,1,,,,,,,,,,Yes,,https://www.multi-field.com/,,Seed,,"85,958",
2023-04-24,DEEPerceptron provides a industrial machine vision solution based on 3D structured light,DEEPerceptron,https://www.crunchbase.com/organization/deeperceptron,"3D Technology, Artificial Intelligence (AI), Information Technology, Machinery Manufacturing, Software","Ningbo, Zhejiang, China, Asia",Series A - DEEPerceptron,https://www.crunchbase.com/funding_round/deeperceptron-series-a--0f0f6b31,1,Sinowisdom,Early Stage Venture,Sinowisdom,Series A,2,,,,,,,,,,Yes,,http://www.dpt3d.com/,$10M to $50M,Early Stage Venture,,"85,968",
2023-02-23,"Haodian engages in the application development and sales of battery materials, device technology, and testing services.",Haodian Technology,https://www.crunchbase.com/organization/haodian-technology,"Battery, Hardware, Sales","Guangdong, Jilin, China, Asia",Series A - Haodian Technology,https://www.crunchbase.com/funding_round/haodian-technology-series-a--d9a4684a,5,"CDF-Capital, Co-Stone Venture Capital, Essence Capital, Fengyun Capital, Oriental Fortune Capital",Early Stage Venture,Fengyun Capital,Series A,2,150000000,CNY,21713641,,,,150000000,CNY,21713641,Yes,,https://www.haodyne.com,$1M to $10M,Early Stage Venture,,"85,969",
2023-02-08,Nalu Environmental Protection is a provider of dust removal services.,Narrow Environmental Protection,https://www.crunchbase.com/organization/narrow-environmental-protection,"Environmental Consulting, Environmental Engineering","Xiamen, Fujian, China, Asia",Series A - Narrow Environmental Protection,https://www.crunchbase.com/funding_round/narrow-environmental-protection-series-a--c7ce05a2,1,Industrial Securities Capital,Early Stage Venture,Industrial Securities Capital,Series A,1,,,,,,,,,,Yes,,http://www.naroo.cn,,Early Stage Venture,,"85,973",
2023-01-05,Chongqing Xinjing is a manufacturer of touch screen electronic substrates and functional materials.,Chongqing Xinjing,https://www.crunchbase.com/organization/chongqing-xinjing,"Industrial, Manufacturing, Product Design","Chongqing, Heilongjiang, China, Asia",Venture Round - Chongqing Xinjing,https://www.crunchbase.com/funding_round/chongqing-xinjing-series-unknown--85c7517a,2,"Shenzhen Capital Group, Youshan Capital",,Shenzhen Capital Group,Venture - Series Unknown,1,400000000,CNY,58116727,,,,400000000,CNY,58116727,Yes,,http://www.cqatg.com,,,,"85,976",
2023-02-12,Denengsen Intelligent Technology is a joint venture company of DEOCEAN in China.,Denengsen Intelligent Technology,https://www.crunchbase.com/organization/denengsen-intelligent-technology,"Marketing, Sales","Sichuan, Gansu, China, Asia",Series A - Denengsen Intelligent Technology,https://www.crunchbase.com/funding_round/denengsen-intelligent-technology-series-a--79343174,1,Sichuan Industrial Revitalization & Development Investment Fund,Early Stage Venture,Sichuan Industrial Revitalization & Development Investment Fund,Series A,1,30000000,CNY,4405631,,,,30000000,CNY,4405631,Yes,,,,Early Stage Venture,,"86,000",
2023-02-28,Anyikong Power offers novel energy ship power batteries and high-safety energy storage system integration solutions.,Anyikong Power,https://www.crunchbase.com/organization/anyikong-power,"Battery, Energy, Manufacturing","Shenzhen, Guangdong, China, Asia",Series A - Anyikong Power,https://www.crunchbase.com/funding_round/anyikong-power-series-a--b5e1033d,1,Infotech Ventures,Early Stage Venture,Infotech Ventures,Series A,2,40000000,CNY,5769175,,,,40000000,CNY,5769175,Yes,,,,Early Stage Venture,,"86,130",
2023-04-22,YouMeng Koala is a childcare chain brand that provides integrated childcare services & parent-child education for infants aged 0-6 years old,You Meng Koala,https://www.crunchbase.com/organization/you-meng-koala,"Child Care, Children","Xiamen, Fujian, China, Asia",Seed Round - You Meng Koala,https://www.crunchbase.com/funding_round/you-meng-koala-seed--265a668f,1,Xiamen Machijiao Investment,Seed,Xiamen Machijiao Investment,Seed,2,,,,,,,10000000,CNY,1378778,Yes,,,,Seed,,"86,378",
2023-02-24,Hangzhou Yungu Technology offers a thermal energy management platform.,Hangzhou Yungu Technology,https://www.crunchbase.com/organization/hangzhou-yungu-technology,"Energy Efficiency, Energy Management, Environmental Consulting","Binjiang, Jiangxi, China, Asia",Series B - Hangzhou Yungu Technology,https://www.crunchbase.com/funding_round/hangzhou-yungu-technology-series-b--1e33d811,1,Heju Investment,Early Stage Venture,Heju Investment,Series B,3,10000000,CNY,1437566,,,,10000000,CNY,1437566,Yes,,http://www.engrid.cn/,,Early Stage Venture,,"86,228",
2023-01-06,"Astronergy specializes in the research, development, and production of solar modules.",Astronergy,https://www.crunchbase.com/organization/astronergy,"Energy, Industrial, Manufacturing, Solar","Hangzhou, Zhejiang, China, Asia",Series B - Astronergy,https://www.crunchbase.com/funding_round/astronergy-series-b--e2621334,4,"CICC, Hillhouse Investment, Yunhao Capital, Zhaoxi Capital",Early Stage Venture,Yunhao Capital,Series B,4,1500000000,CNY,219346348,5500000000,CNY,804269942,3862390000,CNY,552588538,Yes,,http://www.astronergy.com,$1B to $10B,Late Stage Venture,,"86,370",
2023-01-06,Jingxin Microelectronics is a developer of communication and information security chips.,Jingxin Microelectronics,https://www.crunchbase.com/organization/jingxin-microelectronics,"Electronics, Semiconductor","Tianjin, Guangdong, China, Asia",Series A - Jingxin Microelectronics,https://www.crunchbase.com/funding_round/jingxin-microelectronics-series-a--a96a2051,3,"Landstone Capital, Poly Capital, Shenzhen Capital Group",Early Stage Venture,,Series A,2,,,,,,,100000000,CNY,13825713,Yes,,https://sdichips.com,,Early Stage Venture,,"86,542",
2023-02-12,Battery Cloud is a new energy battery energy storage equipment research and development manufacturer.,Battery Cloud,https://www.crunchbase.com/organization/cloud-storage-new-energy,"Battery, Energy, Energy Management","Yantai, Liaoning, China, Asia",Seed Round - Battery Cloud,https://www.crunchbase.com/funding_round/cloud-storage-new-energy-seed--e488b330,3,"Hypercycle Venture, Shuimu Wutong Investment, Tsinghua Capital",Seed,,Seed,1,100000000,CNY,14685437,,,,100000000,CNY,14685437,Yes,,https://www.ibattery.cloud/gywm,,Seed,,"86,602",
